University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI2232,East,Vocational,4182.66,200.0,10000.0,52.0,99.35,3.57,0.05,24.82,57.2,36.99,39.58,1.0,97.44,Suboptimal
UNI2233,Central,Undergraduate,3914.15,885.29,115616.99,32.14,94.86,2.83,0.28,59.42,38.91,46.24,71.77,3.75,96.92,Suboptimal
UNI2234,West,Vocational,14951.63,379.7,48607.79,68.76,97.61,0.54,0.43,37.59,100.0,60.48,60.44,20.36,99.88,Optimal
UNI2235,West,Undergraduate,18743.68,1930.82,307465.48,53.66,99.18,1.3,0.27,76.55,74.91,51.46,67.01,3.55,97.73,Optimal
UNI2236,West,Undergraduate,23215.35,2937.48,353457.81,78.93,98.35,5.21,0.75,104.79,34.23,44.71,54.27,7.14,100.0,Suboptimal
UNI2237,Central,Vocational,23361.47,666.98,97644.84,49.19,99.98,5.91,0.27,54.28,77.98,71.79,77.44,20.19,100.0,Optimal
UNI2238,West,Undergraduate,13480.56,2098.82,115126.16,32.55,95.41,3.87,0.6,90.44,49.62,51.6,88.35,11.75,97.06,Suboptimal
UNI2239,East,Undergraduate,10791.97,3013.71,276395.16,65.26,99.34,3.23,0.81,39.18,71.52,58.76,88.18,16.68,97.48,Optimal
UNI2240,East,Undergraduate,17810.65,2668.29,351530.25,40.48,98.98,5.49,0.91,66.57,42.82,56.4,53.32,9.43,97.2,Suboptimal
UNI2241,Central,Vocational,17284.07,786.56,10000.0,48.69,98.55,3.62,0.41,48.5,60.76,53.53,100.0,8.5,99.47,Optimal
UNI2242,East,Undergraduate,20986.75,1605.29,253479.03,82.09,97.5,4.9,0.99,111.67,36.25,44.9,69.99,20.17,100.0,Suboptimal
UNI2243,West,Vocational,11681.22,1926.41,10000.0,15.61,99.31,1.28,0.65,49.17,55.22,59.68,43.93,15.88,98.53,Suboptimal
UNI2244,Central,Vocational,16327.25,703.78,119918.18,57.48,99.79,4.28,0.86,36.56,50.02,84.76,50.76,13.57,100.0,Optimal
UNI2245,West,Undergraduate,26079.11,3055.22,426948.76,81.05,100.0,6.73,0.7,130.79,65.55,64.44,61.32,12.16,99.23,Optimal
UNI2246,East,Vocational,17884.64,723.63,352961.98,40.88,95.0,3.15,0.75,31.08,41.0,23.09,37.83,4.05,96.2,Suboptimal
UNI2247,Central,Undergraduate,4121.95,1956.0,71317.2,36.99,97.76,3.15,0.34,59.09,72.66,88.87,80.93,16.67,97.6,Optimal
UNI2248,Central,Undergraduate,17871.59,1722.39,110314.84,55.1,97.85,3.72,1.02,67.4,86.78,87.11,40.35,10.84,100.0,Optimal
UNI2249,East,Vocational,19332.93,200.0,10000.0,33.02,98.33,2.26,0.63,29.33,53.2,63.63,64.55,5.69,98.93,Suboptimal
UNI2250,Central,Undergraduate,37596.1,1322.46,252800.88,61.74,100.0,5.44,0.75,65.67,100.0,75.68,93.69,17.59,99.83,Optimal
UNI2251,Central,Vocational,29487.02,981.35,10000.0,44.01,99.32,1.69,0.48,78.06,55.27,44.6,58.76,10.8,100.0,Optimal
UNI2252,West,Vocational,7132.17,466.27,10000.0,30.88,97.58,1.8,0.39,60.32,69.21,44.72,78.38,17.4,97.11,Suboptimal
UNI2253,Central,Vocational,18555.35,200.0,10000.0,56.83,99.26,1.85,0.18,66.98,77.48,84.64,58.76,6.76,99.63,Optimal
UNI2254,East,Vocational,21205.57,200.0,66123.67,70.34,96.99,2.21,0.46,11.11,84.71,87.23,58.11,11.69,99.96,Suboptimal
UNI2255,Central,Vocational,24924.82,2122.16,168451.71,55.91,98.02,2.19,0.82,22.82,67.85,59.36,86.25,24.43,98.4,Optimal
UNI2256,Central,Undergraduate,13662.01,573.11,51817.22,55.54,98.24,3.41,0.07,48.61,75.75,17.94,64.22,13.37,97.75,Suboptimal
UNI2257,East,Undergraduate,27870.82,1471.42,177299.29,74.66,97.84,3.61,0.67,127.71,68.73,75.41,74.19,13.72,100.0,Optimal
UNI2258,East,Undergraduate,26920.78,3407.53,259973.41,52.57,100.0,5.45,1.02,81.85,66.24,54.43,74.92,16.17,98.78,Optimal
UNI2259,East,Vocational,11738.83,1164.15,35031.96,42.38,98.98,1.0,0.91,70.59,63.9,52.71,87.97,11.64,96.31,Suboptimal
UNI2260,East,Undergraduate,14160.42,3317.52,214121.93,49.89,99.78,5.25,0.94,63.94,82.89,66.42,94.6,19.65,99.0,Optimal
UNI2261,Central,Vocational,3821.25,726.89,159493.62,18.25,97.92,4.52,0.14,24.68,58.79,76.17,81.26,17.31,97.23,Suboptimal
UNI2262,East,Undergraduate,21972.65,2707.49,277333.9,67.56,98.86,4.97,0.58,86.66,66.9,62.95,77.3,10.54,99.78,Optimal
UNI2263,Central,Vocational,5804.33,1750.09,10000.0,37.12,98.86,3.94,0.59,101.01,53.43,59.32,71.93,11.04,98.3,Suboptimal
UNI2264,East,Undergraduate,3000.0,3176.36,323530.63,47.58,97.84,4.56,0.96,94.75,63.57,54.11,54.55,10.83,97.63,Optimal
UNI2265,Central,Vocational,6840.07,1027.08,12252.93,23.53,95.1,2.98,0.06,5.0,47.56,19.5,79.08,11.6,99.93,Suboptimal
UNI2266,East,Undergraduate,16973.78,2711.99,52129.13,53.87,99.92,3.75,0.8,78.46,66.73,64.57,78.39,10.37,98.47,Optimal
UNI2267,West,Undergraduate,24423.43,2025.34,239374.67,40.81,98.35,4.86,0.62,59.71,57.86,49.36,91.62,11.59,97.39,Suboptimal
UNI2268,East,Undergraduate,19842.58,824.89,81015.01,54.83,97.38,4.71,0.61,44.94,58.25,21.16,42.58,6.45,98.45,Suboptimal
UNI2269,Central,Undergraduate,19716.92,3349.5,372649.21,46.18,97.9,5.41,0.62,100.05,58.47,39.11,48.98,4.05,98.44,Suboptimal
UNI2270,East,Vocational,7516.89,2042.33,56411.02,35.52,98.01,2.03,0.44,69.31,100.0,81.24,89.9,13.93,98.71,Optimal
UNI2271,East,Undergraduate,11071.25,2981.32,213439.97,63.43,95.98,4.99,0.37,99.27,65.88,58.1,63.39,8.16,99.41,Optimal
UNI2272,Central,Vocational,21702.63,1711.3,165899.49,47.5,99.49,3.88,1.02,66.65,67.45,91.04,98.24,17.27,98.8,Optimal
UNI2273,West,Vocational,11548.7,1457.68,10000.0,47.61,99.51,2.86,0.3,45.69,65.38,69.87,87.35,10.51,98.59,Optimal
UNI2274,West,Vocational,7706.92,1567.65,232132.14,41.48,95.4,3.09,0.13,68.63,64.39,40.03,88.46,15.28,97.54,Suboptimal
UNI2275,East,Undergraduate,17622.13,2557.3,331028.79,58.08,96.25,5.18,0.37,49.15,43.94,5.0,61.83,2.93,98.73,Suboptimal
UNI2276,East,Vocational,3000.0,260.14,10000.0,50.28,98.92,3.67,0.21,55.3,83.84,57.37,75.22,1.61,98.31,Suboptimal
UNI2277,Central,Undergraduate,30559.49,2639.11,300290.61,87.76,100.0,4.28,0.67,69.46,89.54,98.96,86.9,27.4,100.0,Optimal
UNI2278,Central,Vocational,6525.9,790.84,241867.0,37.83,98.75,5.55,0.75,57.32,70.57,72.12,83.16,11.49,99.5,Optimal
UNI2279,East,Undergraduate,16322.02,1624.33,235531.63,65.6,97.03,3.84,0.6,63.63,75.92,77.36,74.42,17.09,97.26,Optimal
UNI2280,West,Vocational,34181.0,1513.49,381688.74,63.79,100.0,6.14,1.07,45.69,48.37,40.28,62.6,12.35,100.0,Optimal
UNI2281,Central,Vocational,12854.24,200.0,264613.56,33.35,96.43,1.85,0.13,26.53,67.36,41.29,80.25,3.38,99.23,Suboptimal
UNI2282,Central,Undergraduate,21361.33,1125.0,73547.23,35.72,96.17,1.41,0.55,48.53,68.77,35.96,43.41,6.68,96.53,Suboptimal
UNI2283,East,Vocational,27002.5,1542.24,111300.9,68.81,97.95,6.02,0.44,54.39,82.09,86.23,80.26,13.93,98.3,Optimal
UNI2284,East,Undergraduate,33490.84,3243.01,196022.56,38.41,97.97,3.71,0.46,83.71,96.24,67.83,88.5,18.07,96.66,Optimal
UNI2285,East,Vocational,19897.77,1953.86,10000.0,62.97,97.87,2.2,0.29,71.95,60.42,94.52,77.84,7.96,99.65,Optimal
UNI2286,West,Undergraduate,24136.88,3351.28,373631.52,53.35,99.48,2.47,0.45,122.91,46.48,54.44,56.69,9.94,100.0,Suboptimal
UNI2287,East,Undergraduate,17828.33,3747.71,257760.0,50.7,99.24,5.83,0.52,112.26,82.46,94.35,83.68,16.23,98.2,Suboptimal
UNI2288,West,Vocational,23121.75,200.0,136166.84,67.62,98.8,4.17,0.48,37.65,48.91,42.54,51.31,12.92,100.0,Suboptimal
UNI2289,West,Undergraduate,17626.36,781.97,302003.53,47.94,100.0,3.69,0.52,33.41,41.49,86.29,44.07,9.77,96.31,Suboptimal
UNI2290,Central,Vocational,6445.34,1932.81,16810.78,81.88,98.23,2.17,0.58,59.8,55.6,86.27,87.74,8.07,100.0,Optimal
UNI2291,East,Undergraduate,34857.42,3698.14,198558.1,57.87,99.05,4.34,0.91,99.84,47.04,53.56,48.69,7.21,98.04,Optimal
UNI2292,East,Vocational,3000.0,1402.47,165145.76,38.69,96.64,1.45,0.05,36.04,39.79,53.49,37.21,9.3,97.6,Suboptimal
UNI2293,Central,Undergraduate,26005.73,2466.61,215018.62,77.0,99.98,2.38,0.77,48.78,84.83,78.35,80.36,1.6,99.2,Optimal
UNI2294,Central,Undergraduate,21245.63,807.44,190533.2,68.49,100.0,3.39,0.44,96.3,94.75,86.5,83.1,21.79,97.99,Optimal
UNI2295,West,Vocational,22821.61,1632.69,37705.43,64.59,100.0,4.08,0.46,82.47,98.84,65.56,80.28,16.63,100.0,Optimal
UNI2296,East,Vocational,29672.15,1623.4,106390.54,36.43,100.0,2.58,0.11,26.49,76.51,64.6,66.68,13.74,99.52,Optimal
UNI2297,West,Vocational,18338.26,1710.47,210619.91,44.63,94.81,2.93,0.56,48.57,78.54,44.97,78.78,10.8,99.95,Suboptimal
UNI2298,East,Undergraduate,32583.13,3908.13,378597.87,64.38,98.43,2.57,0.46,74.16,68.49,63.97,63.29,7.52,100.0,Optimal
UNI2299,East,Undergraduate,21128.9,2633.94,219243.44,68.51,100.0,5.23,0.31,65.66,93.36,52.26,80.89,6.5,99.17,Optimal
UNI2300,East,Vocational,27358.39,289.7,219037.2,53.72,97.96,2.16,0.16,15.38,40.63,58.69,46.38,5.53,97.36,Optimal
UNI2301,Central,Vocational,7778.12,200.0,94860.92,37.92,93.89,2.37,0.14,5.63,57.52,24.51,65.44,1.78,97.49,Suboptimal
UNI2302,East,Vocational,3639.67,997.21,75934.4,55.54,98.88,2.58,0.33,23.49,52.06,44.14,80.74,12.83,96.52,Suboptimal
UNI2303,East,Vocational,13683.12,578.78,391841.47,53.5,99.59,3.73,0.73,54.92,80.31,43.66,82.62,8.89,98.69,Suboptimal
UNI2304,West,Undergraduate,18042.4,3408.0,219683.04,26.38,97.12,2.52,0.66,94.78,75.57,60.43,51.28,3.98,100.0,Optimal
UNI2305,Central,Vocational,12290.14,200.0,237870.67,66.71,98.66,2.52,0.79,73.44,82.03,35.1,62.46,7.61,97.61,Optimal
UNI2306,East,Vocational,3000.0,1629.92,81480.12,36.24,97.44,2.42,0.63,33.17,41.69,42.85,85.67,12.76,98.0,Suboptimal
UNI2307,East,Vocational,21512.06,2336.69,321768.28,60.77,100.0,4.62,0.59,77.44,56.45,71.89,79.33,16.54,100.0,Optimal
UNI2308,Central,Undergraduate,13386.52,1790.96,179917.27,61.56,99.11,4.86,0.44,45.97,52.36,86.93,77.45,8.0,99.01,Optimal
UNI2309,East,Undergraduate,3000.0,467.76,152526.1,49.44,96.08,2.71,0.71,45.93,56.61,5.0,55.64,15.18,97.22,Suboptimal
UNI2310,East,Vocational,3000.0,200.0,245836.65,19.58,97.04,0.98,0.57,24.83,69.49,61.58,80.4,9.54,98.11,Suboptimal
UNI2311,Central,Vocational,13765.25,418.7,167563.74,34.47,98.98,2.83,0.63,18.17,79.09,82.32,64.52,3.74,99.47,Suboptimal
UNI2312,East,Undergraduate,12653.56,1305.54,219622.85,39.72,100.0,2.89,0.74,73.24,75.9,75.39,84.29,20.74,95.44,Optimal
UNI2313,Central,Undergraduate,3000.0,3142.56,170116.47,65.67,99.88,3.44,0.8,73.87,47.04,79.07,86.36,9.04,97.33,Optimal
UNI2314,East,Undergraduate,14560.19,2106.96,318932.64,37.41,98.31,4.46,0.9,91.57,41.43,68.25,54.04,16.81,100.0,Optimal
UNI2315,East,Vocational,9793.3,1928.77,70213.65,33.59,98.52,4.71,0.67,81.62,58.66,36.35,53.69,5.25,99.1,Suboptimal
UNI2316,East,Undergraduate,23829.22,1559.36,367987.05,72.75,100.0,3.43,1.16,75.67,71.77,61.55,61.71,8.23,100.0,Suboptimal
UNI2317,East,Vocational,24818.02,2594.9,334648.74,50.09,100.0,4.39,0.74,90.96,35.67,70.4,66.6,5.73,99.27,Suboptimal
UNI2318,East,Undergraduate,33073.3,385.0,207790.32,52.09,100.0,4.72,0.7,102.18,77.24,74.25,83.35,19.5,99.08,Optimal
UNI2319,East,Undergraduate,20543.52,2874.46,278601.91,49.33,99.84,2.85,0.05,78.11,47.42,49.54,67.96,13.99,97.99,Suboptimal
UNI2320,West,Undergraduate,33740.71,2761.98,469475.16,67.59,98.89,6.17,0.54,88.74,63.98,73.88,72.05,11.32,99.04,Optimal
UNI2321,West,Vocational,14477.06,200.0,10000.0,23.9,99.87,2.79,0.54,5.0,28.28,12.97,60.49,1.98,98.25,Suboptimal
UNI2322,East,Vocational,3000.0,200.0,84458.23,42.29,99.93,0.65,0.47,13.07,60.91,62.68,61.66,11.76,97.13,Suboptimal
UNI2323,Central,Undergraduate,27640.35,1927.44,229334.28,65.91,99.59,4.64,0.74,53.24,74.03,56.48,100.0,13.42,100.0,Optimal
UNI2324,Central,Vocational,16205.1,289.34,43615.55,25.43,97.35,2.1,0.45,50.1,32.5,43.32,83.09,15.81,98.93,Suboptimal
UNI2325,West,Undergraduate,17801.51,1749.92,108997.51,57.86,98.87,2.1,0.31,85.75,65.02,67.21,52.35,8.6,98.63,Optimal
UNI2326,East,Vocational,4088.54,200.0,10000.0,33.51,97.8,1.02,0.18,24.88,51.14,54.72,52.7,5.57,98.68,Suboptimal
UNI2327,East,Vocational,15601.11,200.0,50588.43,46.9,97.4,2.23,0.07,6.09,21.79,20.81,35.31,1.0,98.5,Suboptimal
UNI2328,East,Undergraduate,7901.19,1617.43,112977.01,60.11,98.84,3.84,0.69,75.75,57.51,28.48,69.34,2.84,96.52,Suboptimal
UNI2329,East,Undergraduate,17423.23,3023.71,315732.54,60.38,97.92,3.3,0.88,107.97,78.03,76.81,93.54,17.81,98.38,Optimal
UNI2330,East,Vocational,3000.0,1242.23,108922.7,45.18,96.71,1.95,0.39,35.76,56.36,39.66,60.53,8.8,97.59,Suboptimal
UNI2331,West,Undergraduate,18564.79,1200.22,133506.92,55.38,96.93,5.33,0.79,69.75,59.85,64.3,59.24,12.84,97.55,Optimal
UNI2332,West,Undergraduate,16211.3,1441.43,10000.0,55.67,95.29,0.65,0.52,122.75,48.36,30.11,72.59,1.21,98.57,Suboptimal
UNI2333,East,Vocational,12928.29,200.0,49269.92,39.75,98.24,4.03,0.05,43.59,46.51,13.19,45.29,1.0,98.49,Suboptimal
UNI2334,Central,Undergraduate,20840.81,2667.34,151387.61,79.48,99.51,4.3,1.23,41.75,97.77,58.48,95.92,13.65,99.21,Optimal
UNI2335,East,Undergraduate,8053.4,1855.44,109975.6,50.18,99.24,2.45,0.32,38.7,97.81,61.51,75.61,21.67,96.84,Optimal
UNI2336,Central,Vocational,6707.51,200.0,55022.3,10.53,96.42,0.5,0.1,9.57,46.29,41.51,49.57,1.0,98.31,Suboptimal
UNI2337,Central,Undergraduate,21418.78,2820.29,37020.99,56.11,99.19,5.05,0.78,83.54,58.96,43.49,79.5,10.4,100.0,Optimal
UNI2338,East,Vocational,3000.0,616.03,10000.0,35.01,96.3,0.5,0.36,21.54,40.38,43.94,84.21,1.0,97.4,Suboptimal
UNI2339,West,Vocational,3000.0,332.95,195917.25,42.67,98.4,4.15,0.54,42.23,63.24,59.75,60.79,4.75,97.39,Suboptimal
UNI2340,West,Vocational,5452.06,1124.58,10000.0,35.69,96.93,3.79,0.27,5.0,28.21,51.95,39.6,1.54,96.77,Suboptimal
UNI2341,Central,Vocational,24883.72,356.53,10000.0,38.93,100.0,0.81,0.05,36.36,97.53,61.27,84.34,11.39,99.58,Optimal
UNI2342,Central,Vocational,9048.22,2483.16,318107.15,77.55,99.59,4.59,1.13,74.74,100.0,62.33,79.64,11.29,100.0,Optimal
UNI2343,Central,Undergraduate,36633.56,3894.12,445539.33,67.82,100.0,5.76,1.22,146.24,79.68,67.45,85.91,8.17,99.87,Optimal
UNI2344,East,Undergraduate,25166.57,4253.0,393542.43,62.9,100.0,2.1,0.83,123.49,57.71,85.12,96.79,11.9,98.61,Optimal
UNI2345,East,Undergraduate,7226.01,3019.56,272579.3,45.59,96.91,2.21,1.06,53.03,66.08,44.32,64.41,6.04,100.0,Suboptimal
UNI2346,Central,Vocational,3142.71,1224.28,117763.47,29.73,96.57,3.26,0.26,42.3,95.97,73.58,99.1,6.02,98.09,Optimal
UNI2347,East,Vocational,3000.0,200.0,77229.22,31.1,97.79,1.78,0.35,5.4,37.88,66.43,60.06,4.37,96.75,Suboptimal
UNI2348,West,Vocational,13514.01,200.0,221548.76,52.48,97.88,0.5,0.22,40.86,92.16,64.72,81.14,14.83,99.01,Optimal
UNI2349,East,Vocational,13633.66,200.0,10000.0,42.41,99.18,1.11,0.2,5.73,31.97,45.59,67.66,6.02,98.14,Optimal
UNI2350,East,Undergraduate,33277.53,3028.2,322810.77,73.46,99.61,5.71,0.98,89.18,45.18,53.59,75.12,12.11,100.0,Optimal
UNI2351,East,Vocational,3000.0,990.73,148083.66,43.86,99.88,4.78,0.09,82.86,42.12,5.0,37.68,1.38,96.95,Suboptimal
UNI2352,West,Vocational,8276.36,1848.23,79458.1,44.41,97.29,2.81,0.22,48.79,91.33,70.39,72.17,8.45,99.51,Optimal
UNI2353,East,Undergraduate,9266.8,2146.21,321073.37,56.43,98.83,4.09,1.0,75.23,71.89,65.35,81.36,10.49,98.0,Optimal
UNI2354,East,Vocational,3000.0,653.58,10000.0,37.52,98.32,2.74,0.14,23.65,54.09,19.24,39.81,6.52,97.67,Suboptimal
UNI2355,East,Vocational,10185.63,200.0,259145.99,48.13,97.21,3.66,0.89,49.99,84.5,99.61,62.07,19.39,98.11,Optimal
UNI2356,Central,Vocational,9639.39,2462.59,290453.36,26.41,97.89,5.02,0.99,73.46,79.76,64.52,64.11,6.06,98.22,Optimal
UNI2357,West,Undergraduate,3000.0,2381.21,343067.14,27.22,97.69,3.54,0.56,101.11,55.61,45.02,83.99,9.16,97.74,Suboptimal
UNI2358,East,Undergraduate,11482.68,2511.89,40517.24,40.73,95.64,2.7,0.42,32.49,47.17,85.15,64.39,12.17,96.82,Suboptimal
UNI2359,West,Undergraduate,7550.6,2011.71,37343.65,44.67,98.03,2.63,0.77,56.64,88.49,58.91,75.67,17.71,98.02,Optimal
UNI2360,East,Vocational,12949.15,1497.29,96152.28,37.47,100.0,2.94,1.13,54.17,65.74,65.99,47.59,5.81,98.13,Suboptimal
UNI2361,Central,Vocational,15267.73,536.34,182933.53,37.39,98.81,3.76,0.32,26.48,60.76,47.01,77.67,5.91,100.0,Suboptimal
UNI2362,East,Vocational,15951.18,1593.67,10000.0,49.32,98.83,0.5,0.61,36.16,64.02,61.4,89.27,18.3,100.0,Optimal
UNI2363,Central,Undergraduate,19936.46,1440.63,76388.57,42.85,98.41,2.35,0.75,87.28,77.3,56.08,86.41,12.78,99.02,Optimal
UNI2364,Central,Undergraduate,17393.92,2155.49,47064.07,49.44,97.81,2.76,0.76,46.41,52.46,84.7,51.95,15.4,98.37,Suboptimal
UNI2365,Central,Vocational,11484.93,605.42,352725.19,46.75,97.66,3.37,0.48,73.23,74.55,79.24,76.72,17.67,99.64,Optimal
UNI2366,East,Undergraduate,20755.27,665.35,210086.82,35.8,95.45,4.33,0.49,43.29,65.4,55.11,54.34,11.72,98.5,Suboptimal
UNI2367,West,Undergraduate,23399.28,933.03,247577.22,46.44,98.71,4.95,0.33,78.62,67.82,27.4,78.92,10.57,98.82,Suboptimal
UNI2368,West,Vocational,6225.04,1499.59,10000.0,43.82,98.57,3.34,0.24,28.16,78.33,65.93,72.65,8.07,97.49,Suboptimal
UNI2369,Central,Undergraduate,23799.08,2689.78,322784.5,57.09,98.68,2.82,1.09,60.42,42.14,30.67,67.76,6.12,99.33,Suboptimal
UNI2370,Central,Undergraduate,8737.64,2934.54,114831.36,45.03,96.72,4.17,0.79,87.12,83.84,76.07,66.21,11.48,100.0,Optimal
UNI2371,West,Undergraduate,18704.05,2935.19,120582.53,49.47,99.24,3.13,0.36,62.76,65.23,47.1,54.05,15.0,99.39,Optimal
UNI2372,East,Vocational,21220.35,2857.33,220594.87,40.4,100.0,5.87,1.18,23.97,66.21,63.45,69.92,15.32,99.21,Optimal
UNI2373,West,Vocational,22353.52,237.82,96847.43,51.3,100.0,1.53,0.33,49.66,51.32,55.58,76.16,13.22,99.65,Optimal
UNI2374,East,Vocational,5387.96,797.83,10000.0,58.1,97.1,1.81,0.14,39.9,93.04,75.34,63.72,6.09,97.79,Optimal
UNI2375,West,Undergraduate,24862.2,1520.91,282414.75,50.75,100.0,4.37,0.9,50.3,51.39,17.45,59.97,11.2,97.15,Suboptimal
UNI2376,East,Undergraduate,25891.99,1663.36,273437.93,41.27,100.0,3.79,0.34,67.63,65.42,75.88,59.38,7.86,98.18,Optimal
UNI2377,East,Undergraduate,20750.93,1697.56,58469.82,66.27,98.13,1.23,0.47,44.45,41.81,57.11,62.18,6.4,99.95,Suboptimal
UNI2378,Central,Undergraduate,20713.22,2624.39,379121.59,60.42,99.89,3.86,0.64,49.57,90.69,67.31,94.69,18.44,100.0,Optimal
UNI2379,Central,Vocational,16630.86,200.0,10000.0,36.09,98.44,0.5,0.05,5.0,53.3,24.16,47.52,6.43,100.0,Optimal
UNI2380,West,Vocational,25099.79,992.18,54481.33,51.23,98.78,3.11,0.19,61.25,65.07,54.21,61.34,3.04,100.0,Optimal
UNI2381,West,Undergraduate,31027.53,2635.74,240033.69,74.75,99.17,4.63,0.49,79.26,79.31,67.53,86.64,9.36,98.5,Optimal
UNI2382,East,Undergraduate,41577.17,3237.18,10000.0,49.79,99.66,2.31,0.46,86.22,87.48,63.3,71.15,12.14,100.0,Optimal
UNI2383,East,Vocational,3000.0,1223.75,177601.64,42.3,98.26,1.44,0.65,51.23,48.28,55.56,84.34,6.58,97.17,Suboptimal
UNI2384,East,Vocational,7628.16,2151.77,165943.83,45.74,98.75,3.87,0.8,86.54,63.73,81.47,67.56,2.56,100.0,Optimal
UNI2385,Central,Undergraduate,3000.0,200.0,36261.09,39.74,94.46,3.26,0.29,62.53,53.71,23.61,60.82,2.98,97.71,Suboptimal
UNI2386,Central,Vocational,12528.53,2042.64,250909.76,39.14,94.5,4.5,0.2,17.82,68.25,66.41,75.27,1.0,99.08,Suboptimal
UNI2387,West,Vocational,16972.31,1388.55,10000.0,61.31,100.0,2.88,0.69,35.07,33.87,52.58,75.45,13.36,100.0,Suboptimal
UNI2388,West,Undergraduate,14837.77,2262.94,263567.4,52.55,98.53,1.48,0.68,55.2,100.0,73.67,67.21,18.84,97.09,Optimal
UNI2389,East,Undergraduate,12580.43,200.0,218105.75,47.73,99.61,3.17,0.41,59.79,93.03,38.74,72.16,17.21,98.35,Optimal
UNI2390,Central,Undergraduate,26178.35,2772.03,341387.65,100.24,100.0,6.56,0.52,112.37,58.06,41.54,100.0,14.28,99.49,Optimal
UNI2391,Central,Vocational,8247.96,373.16,10000.0,44.02,94.24,1.85,0.05,59.64,57.63,47.83,74.5,3.68,96.83,Suboptimal
UNI2392,Central,Undergraduate,25396.37,3706.9,329562.25,46.57,97.2,5.32,1.22,52.81,48.1,43.91,70.97,15.8,99.24,Optimal
UNI2393,East,Vocational,12057.82,747.18,257567.59,45.08,97.84,3.4,0.72,38.78,67.49,76.53,77.55,7.78,99.34,Optimal
UNI2394,East,Undergraduate,18672.99,1294.72,235033.31,51.06,95.55,0.88,0.69,49.54,31.62,41.56,62.76,3.33,98.35,Suboptimal
UNI2395,East,Vocational,9022.89,1157.7,10000.0,49.49,95.73,3.65,0.37,56.64,54.62,61.55,66.14,8.06,98.72,Suboptimal
UNI2396,East,Vocational,19432.61,200.0,10000.0,49.91,96.96,3.3,0.54,5.0,59.35,51.98,62.22,12.91,99.83,Suboptimal
UNI2397,West,Undergraduate,26663.74,2248.63,240779.36,68.81,98.83,2.17,1.05,26.94,100.0,72.11,81.36,12.73,99.65,Optimal
UNI2398,East,Vocational,8392.9,475.88,106764.86,64.59,99.67,0.5,0.27,40.44,90.82,46.19,60.04,6.17,98.97,Optimal
UNI2399,Central,Vocational,16635.83,1272.46,114621.46,26.53,98.83,0.75,0.18,40.96,97.27,73.77,95.43,10.89,94.71,Optimal
UNI2400,Central,Undergraduate,36057.92,2749.57,280268.12,91.08,100.0,4.46,0.42,36.52,96.15,84.31,73.92,15.74,99.42,Optimal
UNI2401,West,Vocational,11942.09,2074.59,10000.0,63.85,98.9,2.48,0.66,45.26,75.91,64.62,90.51,12.87,98.39,Optimal
UNI2402,East,Undergraduate,24863.99,2820.77,381637.92,68.05,98.65,5.02,0.96,121.15,73.47,70.46,64.54,22.36,99.17,Optimal
UNI2403,East,Undergraduate,40966.89,4203.51,469992.85,69.06,100.0,4.75,0.82,75.17,79.65,68.01,68.59,11.72,99.87,Optimal
UNI2404,East,Vocational,6062.81,200.0,156881.78,56.29,97.48,3.58,0.52,52.68,48.1,39.07,72.5,14.15,99.19,Suboptimal
UNI2405,East,Vocational,18771.2,2445.33,274257.64,38.2,95.14,3.37,0.4,48.61,86.08,69.57,53.4,5.27,97.58,Suboptimal
UNI2406,East,Vocational,12962.37,3166.54,29679.24,50.81,98.19,4.03,0.82,25.48,85.1,65.05,84.39,16.25,98.4,Optimal
UNI2407,West,Undergraduate,28868.63,2002.64,233058.09,28.83,99.7,2.88,0.19,48.91,82.25,24.15,71.65,9.44,99.31,Optimal
UNI2408,East,Undergraduate,16467.72,1862.27,11718.36,64.8,97.7,2.64,0.13,14.58,41.99,63.62,70.15,12.85,99.22,Optimal
UNI2409,East,Vocational,5846.55,1162.96,223730.98,64.76,97.53,3.51,0.3,43.15,67.63,28.53,53.15,16.96,97.91,Suboptimal
UNI2410,East,Undergraduate,25410.13,1836.7,270247.36,48.44,99.09,3.18,0.57,53.49,96.61,56.72,100.0,13.01,100.0,Optimal
UNI2411,West,Vocational,22051.02,586.35,279645.43,60.96,97.33,2.58,0.58,47.24,75.16,66.39,75.64,7.82,100.0,Optimal
UNI2412,West,Vocational,13626.2,1099.6,162119.76,50.95,97.43,5.33,0.28,58.0,65.12,66.11,72.55,7.66,99.15,Suboptimal
UNI2413,Central,Vocational,10913.7,1598.85,77549.89,49.09,100.0,2.73,0.75,74.18,47.4,48.99,80.65,12.14,100.0,Suboptimal
UNI2414,Central,Vocational,3000.0,1604.86,83101.87,42.78,97.31,4.96,0.9,96.35,49.47,73.61,60.86,12.86,99.25,Suboptimal
UNI2415,Central,Undergraduate,28422.44,4129.44,260491.35,38.92,100.0,3.51,0.88,89.42,67.16,56.42,82.64,9.91,99.71,Optimal
